"AGE";"EDUC";"EMPSTA";"FREQ";"MUN_DENSITY_LEVEL";"PCS_ESE";"QUANTILE_NIVVIE";"SEX";"TICM_MEASURE";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2013;62
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2013;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2023;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2023;90.9
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2024;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2023;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2023;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2023;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2023;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"A";2025;34.6
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2025;96.4
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_INT";"A";2025;93.4
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2024;77.3
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2025;77.9
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"A";2025;8.9
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_SMARTPHONE";"L";2024;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2025;97.4
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2010;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_INT";"L";2010;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2010;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2010;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2009;81.8
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2010;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2010;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2009;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2009;76
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2010;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_INT";"L";2022;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2022;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2021;67.4
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_SMARTPHONE";"L";2021;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2021;91.4
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_ORDI";"L";2022;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2021;96.7
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2014;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2015;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_TAB";"L";2013;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2014;79.2
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2014;91.2
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2014;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2014;95.2
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2014;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2018;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2018;80.4
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_X_OUTILS_NUM";"L";2018;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_ORDI";"L";2018;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2018;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;72
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2018;87.8
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2019;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;98.5
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2019;90.7
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2020;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2020;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_ORDI";"L";2020;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2021;98.9
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_TAB";"L";2020;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"HAUT_DEBIT";"L";2019;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2020;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"L";2020;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2019;92.7
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2016;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_SMARTPHONE";"L";2016;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_LISEUSE";"L";2016;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2016;97.9
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2016;96.3
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2015;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2016;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2016;94.8
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_X_OUTILS_NUM";"L";2010;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2011;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2011;83.4
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2011;62.2
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_INT";"A";2012;86.3
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2011;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2012;81
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2011;75.9
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2010;67
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2010;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2016;89.6
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2017;77.4
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2017;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2017;95.2
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_LISEUSE";"L";2018;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2017;57.6
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2017;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2017;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2017;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_ORDI";"L";2013;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2013;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2013;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2012;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2013;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2012;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2013;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_TAB";"L";2012;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2013;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2012;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2022;86.3
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2021;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2021;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2022;98.3
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2022;80.9
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_INT";"L";2022;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2022;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2024;87.5
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;10.7
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;16
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2024;95.7
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"A";2025;84.2
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;6.2
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"A";2025;36.1
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2009;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2010;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2009;83.3
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2010;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2010;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2009;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2010;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"HAUT_DEBIT";"L";2009;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_TAB";"L";2009;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2023;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2024;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2024;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2024;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_TAB";"L";2023;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_ORDI";"L";2023;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2023;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2023;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2023;98.5
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"HAUT_DEBIT";"L";2018;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2019;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;96.2
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2018;91.3
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_SMARTPHONE";"L";2019;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_SMARTPHONE";"L";2018;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;80.6
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2018;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_ORDI";"L";2019;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2018;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2018;81.4
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2015;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2014;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"HAUT_DEBIT";"A";2014;79
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_INT";"A";2015;97.3
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2014;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_INT";"L";2014;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_INT";"L";2015;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2015;95.4
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_LISEUSE";"L";2014;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2014;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_LISEUSE";"L";2021;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"HAUT_DEBIT";"L";2019;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2020;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2021;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"L";2020;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2020;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2016;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2016;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2015;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_ORDI";"L";2016;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2015;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2016;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_TAB";"L";2010;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2011;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2011;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2011;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_TAB";"L";2011;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2011;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2010;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2010;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"HAUT_DEBIT";"A";2010;83.4
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_TAB";"L";2010;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2011;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2024;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;4.7
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2025;97.2
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;7.1
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_TAB";"A";2025;51.2
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2024;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"A";2025;10.2
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2021;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_TAB";"L";2022;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2021;90.7
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2021;88.3
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2022;96.4
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2022;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_TAB";"L";2021;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_ORDI";"L";2022;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2021;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2013;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_ORDI";"L";2013;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2012;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2012;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2013;
